# ARMAX Iris Drone Run #11
# Recorded: 2026-05-10 11:25:29.561176
# Sample rate: 100 Hz (Ts = 0.01s)
# Pre-drop hover: 5.0s
# Post-drop log:  25.0s
# Drop sample idx: 501
# MATLAB: y=roll_deg, u=drop_event, Ts=0.01
#
time_s,phase,roll_deg,pitch_deg,yaw_deg,rollspeed_deg_s,pitchspeed_deg_s,yawspeed_deg_s,drop_event
0.0,PRE_DROP,0.014898,0.187256,-0.02214,0.071605,0.143102,0.113269,0
0.01,PRE_DROP,0.015269,0.188707,-0.022899,0.014983,0.12994,0.113032,0
0.02,PRE_DROP,0.014607,0.190037,-0.025736,-0.089827,0.116914,-0.279087,0
0.03,PRE_DROP,0.014522,0.190565,-0.022585,0.049187,0.021985,0.499848,0
0.04,PRE_DROP,0.015128,0.190726,-0.02028,0.027623,0.013717,0.123825,0
0.05,PRE_DROP,0.014537,0.190935,-0.019186,-0.12977,0.026567,0.100881,0
0.06,PRE_DROP,0.012923,0.191319,-0.020869,-0.135055,0.004044,0.105314,0
0.07,PRE_DROP,0.011808,0.190929,-0.0198,-0.063739,-0.059962,0.114093,0
0.08,PRE_DROP,0.012136,0.190365,-0.018993,0.02966,-0.049867,-0.257139,0
0.09,PRE_DROP,0.012117,0.18968,-0.021553,-0.026472,-0.083907,-0.258478,0
0.1,PRE_DROP,0.011533,0.188667,-0.024168,-0.08243,-0.115852,-0.263826,0
0.11,PRE_DROP,0.01099,0.187327,-0.02367,-0.035822,-0.130565,0.120692,0
0.12,PRE_DROP,0.010803,0.186106,-0.022448,-0.005624,-0.115349,0.123579,0
0.13,PRE_DROP,0.010603,0.185081,-0.023194,-0.052427,-0.101818,-0.260979,0
0.14,PRE_DROP,0.010072,0.183737,-0.023828,-0.032927,-0.172855,0.123616,0
0.15,PRE_DROP,0.009916,0.181553,-0.022545,-0.001851,-0.256085,0.132441,0
0.16,PRE_DROP,0.009439,0.179019,-0.021722,-0.111764,-0.212205,-0.263105,0
0.17,PRE_DROP,0.008741,0.177325,-0.021662,-0.067578,-0.116334,-0.263492,0
0.18,PRE_DROP,0.008313,0.176031,-0.02304,-0.010969,-0.170522,0.12626,0
0.19,PRE_DROP,0.00836,0.173874,-0.021733,0.016678,-0.252648,0.134535,0
0.2,PRE_DROP,0.00787,0.171305,-0.024314,-0.073064,-0.271007,-0.253521,0
0.21,PRE_DROP,0.006987,0.168467,-0.023012,-0.101529,-0.275704,0.121516,0
0.22,PRE_DROP,0.006098,0.166081,-0.024896,-0.038524,-0.208481,-0.253271,0
0.23,PRE_DROP,0.007096,0.16392,-0.02221,0.187713,-0.233015,0.531638,0
0.24,PRE_DROP,0.008061,0.161703,-0.02275,0.059499,-0.231335,0.137986,0
0.25,PRE_DROP,0.007775,0.159483,-0.021482,-0.100077,-0.215054,0.118072,0
0.26,PRE_DROP,0.006054,0.157344,-0.022276,-0.162621,-0.245666,0.116449,0
0.27,PRE_DROP,0.005378,0.154772,-0.020274,0.019032,-0.249228,0.134872,0
0.28,PRE_DROP,0.006223,0.152392,-0.020812,0.076672,-0.237301,-0.237319,0
0.29,PRE_DROP,0.006755,0.149806,-0.022,0.035492,-0.27671,0.141784,0
0.3,PRE_DROP,0.006151,0.147171,-0.021947,-0.140441,-0.251845,-0.264608,0
0.31,PRE_DROP,0.004761,0.144425,-0.022601,-0.115901,-0.28255,0.120077,0
0.32,PRE_DROP,0.004537,0.141573,-0.02053,0.06226,-0.276693,0.141331,0
0.33,PRE_DROP,0.005167,0.138931,-0.021081,0.029249,-0.263248,-0.241555,0
0.34,PRE_DROP,0.005175,0.136126,-0.02043,-0.060418,-0.277346,0.126463,0
0.35,PRE_DROP,0.003674,0.133435,-0.022369,-0.183354,-0.279831,-0.266243,0
0.36,PRE_DROP,0.002671,0.130471,-0.02183,-0.002764,-0.294795,0.13437,0
0.37,PRE_DROP,0.003808,0.127593,-0.020351,0.20939,-0.28183,0.159098,0
0.38,PRE_DROP,0.005629,0.124864,-0.018799,0.11073,-0.266178,0.146427,0
0.39,PRE_DROP,0.005874,0.122291,-0.017442,-0.046811,-0.249634,0.126861,0
0.4,PRE_DROP,0.004504,0.11987,-0.019378,-0.171163,-0.252116,-0.266047,0
0.41,PRE_DROP,0.003632,0.117171,-0.018837,0.010535,-0.268986,0.134616,0
0.42,PRE_DROP,0.004691,0.114633,-0.01814,0.164413,-0.244055,0.155516,0
0.43,PRE_DROP,0.005749,0.112191,-0.019343,0.089365,-0.261459,0.147193,0
0.44,PRE_DROP,0.005758,0.10966,-0.018021,-0.069672,-0.246765,0.123587,0
0.45,PRE_DROP,0.004255,0.107239,-0.020734,-0.173772,-0.257018,-0.26668,0
0.46,PRE_DROP,0.003904,0.104531,-0.019378,0.061115,-0.264355,0.140071,0
0.47,PRE_DROP,0.005133,0.10197,-0.017908,0.138265,-0.248371,0.148497,0
0.48,PRE_DROP,0.005889,0.099525,-0.017258,0.014066,-0.242487,0.133228,0
0.49,PRE_DROP,0.005056,0.097223,-0.018006,-0.143027,-0.229896,-0.264388,0
0.5,PRE_DROP,0.003707,0.094782,-0.01943,-0.05672,-0.250083,0.126982,0
0.51,PRE_DROP,0.004139,0.092429,-0.019273,0.09525,-0.208438,-0.241426,0
0.52,PRE_DROP,0.005152,0.090299,-0.020883,0.068476,-0.221988,-0.240304,0
0.53,PRE_DROP,0.005457,0.087943,-0.019475,-0.041285,-0.228735,0.125146,0
0.54,PRE_DROP,0.004071,0.085778,-0.020305,-0.197189,-0.215936,-0.272524,0
0.55,PRE_DROP,0.002837,0.083492,-0.019083,-0.052492,-0.22251,0.123682,0
0.56,PRE_DROP,0.003583,0.081271,-0.016491,0.179932,-0.236902,0.53273,0
0.57,PRE_DROP,0.004355,0.079082,-0.019017,0.052066,-0.234091,-0.241325,0
0.58,PRE_DROP,0.004497,0.076614,-0.01762,-0.058953,-0.239651,0.123836,0
0.59,PRE_DROP,0.002869,0.074409,-0.018922,-0.251172,-0.189328,-0.662024,0
0.6,PRE_DROP,0.001584,0.072131,-0.020283,-0.026137,-0.24713,0.12986,0
0.61,PRE_DROP,0.002282,0.069731,-0.01965,0.127838,-0.244003,0.149882,0
0.62,PRE_DROP,0.003678,0.067348,-0.018179,0.148833,-0.233826,0.148212,0
0.63,PRE_DROP,0.004391,0.065366,-0.019905,0.03395,-0.168723,-0.247985,0
0.64,PRE_DROP,0.0052,0.063603,-0.018475,0.09002,-0.171238,0.137112,0
0.65,PRE_DROP,0.006232,0.061942,-0.017091,0.113612,-0.161792,0.139534,0
0.66,PRE_DROP,0.007256,0.060335,-0.016467,0.118187,-0.160983,0.140094,0
0.67,PRE_DROP,0.007753,0.058728,-0.018999,0.022476,-0.178574,-0.24897,0
0.68,PRE_DROP,0.007797,0.056695,-0.020294,0.021077,-0.223068,0.135317,0
