# ARMAX Iris Drone Run #5
# Recorded: 2026-05-09 12:46:09.457451
# Sample rate: 100 Hz (Ts = 0.01s)
# Pre-drop hover: 5.0s
# Post-drop log:  25.0s
# Drop sample idx: 501
# MATLAB: y=roll_deg, u=drop_event, Ts=0.01
#
time_s,phase,roll_deg,pitch_deg,yaw_deg,rollspeed_deg_s,pitchspeed_deg_s,yawspeed_deg_s,drop_event
0.0,PRE_DROP,-7.9e-05,0.001601,-0.013143,0.001115,0.127695,-0.001231,0
0.01,PRE_DROP,-6.8e-05,0.002869,-0.013155,0.001238,0.125114,-0.001229,0
0.02,PRE_DROP,0.0,0.004091,-0.011494,0.028489,0.109999,0.398292,0
0.03,PRE_DROP,0.000498,0.004976,-0.006294,0.02854,0.072581,0.401367,0
0.04,PRE_DROP,0.000445,0.005473,-0.003968,-0.039203,0.037813,-0.078237,0
0.05,PRE_DROP,3.4e-05,0.005892,-0.003952,-0.036529,0.038136,0.000858,0
0.06,PRE_DROP,3e-05,0.006083,-0.007621,0.04271,-0.003031,-0.400038,0
0.07,PRE_DROP,0.000567,0.005997,-0.011626,0.023263,0.008614,-0.400955,0
0.08,PRE_DROP,0.000317,0.006344,-0.013901,-0.065264,0.046369,0.378654,0
0.09,PRE_DROP,-0.00084,0.006541,-0.00903,-0.149288,0.002386,0.782421,0
0.1,PRE_DROP,-0.001779,0.00664,-0.007573,-0.015338,0.012268,0.000124,0
0.11,PRE_DROP,-0.000981,0.006729,-0.009245,0.14074,-0.003601,-0.399369,0
0.12,PRE_DROP,-0.000124,0.006604,-0.009576,0.003818,-0.01277,-0.000357,0
0.13,PRE_DROP,-0.001094,0.006477,-0.00958,-0.177623,-0.012618,-0.000342,0
0.14,PRE_DROP,-0.00305,0.006352,-0.009583,-0.131321,-0.012385,-0.000291,0
0.15,PRE_DROP,-0.003321,0.006229,-0.009586,0.055748,-0.012464,-0.000277,0
0.16,PRE_DROP,-0.002309,0.006031,-0.008787,0.105389,-0.02195,-0.000115,0
0.17,PRE_DROP,-0.001277,0.005811,-0.008788,0.102503,-0.021668,-0.000133,0
0.18,PRE_DROP,-0.000273,0.005595,-0.008789,0.09809,-0.021855,-0.000156,0
0.19,PRE_DROP,0.000704,0.005381,-0.008791,0.097316,-0.021027,-0.000181,0
0.2,PRE_DROP,0.00165,0.005168,-0.008793,0.093036,-0.021227,-0.000204,0
0.21,PRE_DROP,0.002572,0.004959,-0.008795,0.090602,-0.020923,-0.000226,0
0.22,PRE_DROP,0.003465,0.004752,-0.008797,0.089105,-0.020366,-0.000249,0
0.23,PRE_DROP,0.004334,0.004547,-0.0088,0.084793,-0.020677,-0.00027,0
0.24,PRE_DROP,0.005066,0.004381,-0.010077,0.065452,-0.009246,-0.402877,0
0.25,PRE_DROP,0.005199,0.004613,-0.01362,-0.022415,0.051135,-0.011419,0
0.26,PRE_DROP,0.005302,0.00548,-0.009952,0.048608,0.109849,0.399564,0
0.27,PRE_DROP,0.005852,0.006619,-0.003948,0.029509,0.100349,0.401729,0
0.28,PRE_DROP,0.005765,0.007277,-0.004484,-0.03557,0.036,-0.398476,0
0.29,PRE_DROP,0.005333,0.007518,-0.011359,-0.045087,0.026009,-0.801029,0
0.3,PRE_DROP,0.004957,0.007838,-0.015161,-0.009185,0.041467,0.395778,0
0.31,PRE_DROP,0.005346,0.008525,-0.011172,0.077045,0.091556,0.399262,0
0.32,PRE_DROP,0.005911,0.009329,-0.007175,0.013912,0.057929,0.400115,0
0.33,PRE_DROP,0.005533,0.009643,-0.004038,-0.070222,0.014208,0.010796,0
0.34,PRE_DROP,0.004835,0.009782,-0.004034,-0.068485,0.013914,0.000759,0
0.35,PRE_DROP,0.004189,0.00992,-0.011382,-0.060564,0.013564,-0.801005,0
0.36,PRE_DROP,0.003816,0.010013,-0.011174,-0.009989,0.019543,0.398461,0
0.37,PRE_DROP,0.004188,0.010472,-0.008046,0.06696,0.062574,0.009939,0
0.38,PRE_DROP,0.004488,0.010913,-0.004373,-0.0129,0.021755,0.400763,0
0.39,PRE_DROP,0.003847,0.01085,-0.00123,-0.095397,-0.034116,0.011441,0
0.4,PRE_DROP,0.003196,0.010187,-0.006571,-0.044107,-0.075609,-0.798973,0
0.41,PRE_DROP,0.002795,0.009646,-0.008829,-0.03893,-0.014383,-0.00025,0
0.42,PRE_DROP,0.002408,0.010038,-0.008832,-0.038111,0.073231,-0.00026,0
0.43,PRE_DROP,0.002033,0.01077,-0.008834,-0.037231,0.072269,-0.000249,0
0.44,PRE_DROP,0.001553,0.011342,-0.00684,-0.085131,0.0466,-0.078885,0
0.45,PRE_DROP,0.000645,0.011858,-0.006832,-0.082008,0.046211,0.000223,0
0.46,PRE_DROP,0.000201,0.012136,-0.010507,-0.00124,0.005602,-0.400653,0
0.47,PRE_DROP,0.0,0.011919,-0.007163,-0.061566,-0.044239,0.400308,0
0.48,PRE_DROP,-0.001072,0.01124,-0.004829,-0.126318,-0.076772,0.001617,0
0.49,PRE_DROP,-0.0023,0.01047,-0.004821,-0.120194,-0.077179,0.000788,0
0.5,PRE_DROP,-0.003435,0.009677,-0.006487,-0.087992,-0.091175,-0.398788,0
0.51,PRE_DROP,-0.003834,0.008525,-0.008814,-0.020411,-0.123924,-0.000928,0
0.52,PRE_DROP,-0.004226,0.0074,-0.01169,-0.072749,-0.093135,-0.400798,0
0.53,PRE_DROP,-0.005563,0.006625,-0.011153,-0.169441,-0.075691,0.398594,0
0.54,PRE_DROP,-0.00666,0.006163,-0.007553,-0.084563,-0.031443,0.400397,0
0.55,PRE_DROP,-0.006809,0.006035,-0.006888,0.060858,-0.012833,-0.389607,0
0.56,PRE_DROP,-0.005904,0.005739,-0.007145,0.084942,-0.037153,0.382967,0
0.57,PRE_DROP,-0.00584,0.005327,-0.006812,-0.065587,-0.046277,0.000456,0
0.58,PRE_DROP,-0.007346,0.004976,-0.008811,-0.159465,-0.020712,-0.000936,0
0.59,PRE_DROP,-0.008633,0.004692,-0.010012,-0.067043,-0.035434,-0.001082,0
0.6,PRE_DROP,-0.008543,0.004263,-0.011216,0.03243,-0.050268,-0.001321,0
0.61,PRE_DROP,-0.008222,0.003767,-0.011221,0.03208,-0.048928,-0.000462,0
0.62,PRE_DROP,-0.007941,0.003324,-0.011225,0.030602,-0.049385,-0.000468,0
0.63,PRE_DROP,-0.007669,0.002758,-0.009556,-0.000449,-0.063938,0.399133,0
0.64,PRE_DROP,-0.008187,0.001853,-0.006421,-0.08462,-0.106567,0.010657,0
0.65,PRE_DROP,-0.009018,0.000788,-0.006418,-0.081125,-0.106943,0.000624,0
0.66,PRE_DROP,-0.009827,-0.000265,-0.006411,-0.080576,-0.10401,0.000643,0
