# ARMAX Iris Drone Run #4
# Recorded: 2026-05-09 12:44:23.595471
# Sample rate: 100 Hz (Ts = 0.01s)
# Pre-drop hover: 5.0s
# Post-drop log:  25.0s
# Drop sample idx: 501
# MATLAB: y=roll_deg, u=drop_event, Ts=0.01
#
time_s,phase,roll_deg,pitch_deg,yaw_deg,rollspeed_deg_s,pitchspeed_deg_s,yawspeed_deg_s,drop_event
0.0,PRE_DROP,0.008056,-0.000106,-0.00712,0.017203,0.109871,-0.002049,0
0.01,PRE_DROP,0.008242,0.001095,-0.007132,0.016464,0.109648,-0.001194,0
0.02,PRE_DROP,0.00839,0.002066,-0.007143,0.016424,0.10649,-0.001197,0
0.03,PRE_DROP,0.008549,0.003136,-0.007155,0.015626,0.107183,-0.001201,0
0.04,PRE_DROP,0.008347,0.004006,-0.003489,-0.062691,0.064639,0.399726,0
0.05,PRE_DROP,0.007417,0.004486,-0.002363,-0.097569,0.044772,-0.000119,0
0.06,PRE_DROP,0.006472,0.004926,-0.004438,-0.053485,0.024028,-0.400765,0
0.07,PRE_DROP,0.00636,0.004948,-0.006374,0.002887,-0.005275,-0.001848,0
0.08,PRE_DROP,0.006389,0.004895,-0.006384,0.002797,-0.005274,-0.00099,0
0.09,PRE_DROP,0.006416,0.004843,-0.006394,0.002719,-0.005221,-0.00099,0
0.1,PRE_DROP,0.006443,0.004791,-0.006404,0.002665,-0.005119,-0.00099,0
0.11,PRE_DROP,0.006472,0.004735,-0.006415,0.002565,-0.005103,-0.000991,0
0.12,PRE_DROP,0.006495,0.004689,-0.006424,0.002513,-0.00503,-0.000991,0
0.13,PRE_DROP,0.006508,0.004633,-0.005564,-0.009,-0.010928,0.389228,0
0.14,PRE_DROP,0.006107,0.004362,-0.004439,-0.044306,-0.029846,-0.000542,0
0.15,PRE_DROP,0.005667,0.004067,-0.004444,-0.043954,-0.029056,-0.000521,0
0.16,PRE_DROP,0.00524,0.003775,-0.004449,-0.041906,-0.029162,-0.00051,0
0.17,PRE_DROP,0.004823,0.003488,-0.004454,-0.040985,-0.028696,-0.0005,0
0.18,PRE_DROP,0.00442,0.003202,-0.004459,-0.040167,-0.028201,-0.000489,0
0.19,PRE_DROP,0.00422,0.003029,-0.001588,0.014906,0.002573,0.400257,0
0.2,PRE_DROP,0.00461,0.003245,-0.003,0.031771,0.031121,-0.787694,0
0.21,PRE_DROP,0.004937,0.00359,-0.009271,-0.001932,0.030891,0.007085,0
0.22,PRE_DROP,0.004421,0.003683,-0.00561,-0.09447,-0.009654,0.399328,0
0.23,PRE_DROP,0.002972,0.00332,-0.002481,-0.177918,-0.052763,0.009996,0
0.24,PRE_DROP,0.001459,0.002685,-0.004489,-0.100849,-0.078105,-0.017984,0
0.25,PRE_DROP,0.00119,0.001992,-0.00329,-0.003949,-0.061722,0.000781,0
0.26,PRE_DROP,0.001151,0.001375,-0.003292,-0.003831,-0.061024,-0.000192,0
0.27,PRE_DROP,0.00098,0.000843,-0.004096,-0.020811,-0.051165,-0.000375,0
0.28,PRE_DROP,0.000772,0.000339,-0.0041,-0.020667,-0.049752,-0.000379,0
0.29,PRE_DROP,0.000572,-0.000161,-0.004104,-0.019737,-0.049882,-0.000374,0
0.3,PRE_DROP,0.000376,-0.000654,-0.004107,-0.019237,-0.049213,-0.000369,0
0.31,PRE_DROP,0.000167,-0.001191,-0.004111,-0.018888,-0.048127,-0.000364,0
0.32,PRE_DROP,-1.6e-05,-0.001674,-0.004115,-0.018064,-0.048197,-0.000359,0
0.33,PRE_DROP,-0.000178,-0.002103,-0.004118,-0.017821,-0.047266,-0.000355,0
0.34,PRE_DROP,-0.000369,-0.002623,-0.004122,-0.01731,-0.046609,-0.00035,0
0.35,PRE_DROP,-0.000521,-0.003043,-0.004125,-0.016553,-0.046834,-0.000346,0
0.36,PRE_DROP,-0.000685,-0.003506,-0.004129,-0.016411,-0.045607,-0.000342,0
0.37,PRE_DROP,-0.00086,-0.004009,-0.004132,-0.015735,-0.045426,-0.000338,0
0.38,PRE_DROP,-0.001,-0.004416,-0.004135,-0.01533,-0.044986,-0.000334,0
0.39,PRE_DROP,-0.001161,-0.004858,-0.005008,-0.02543,-0.038406,-0.390552,0
0.4,PRE_DROP,-0.001912,-0.005007,-0.00735,-0.082526,-0.004468,-0.000899,0
0.41,PRE_DROP,-0.00203,-0.005079,-0.005685,0.037871,-0.020026,0.398484,0
0.42,PRE_DROP,-0.001584,-0.005554,-0.001686,0.010573,-0.069758,0.400327,0
0.43,PRE_DROP,-0.00227,-0.0063,-0.003029,-0.124985,-0.062426,-0.399314,0
0.44,PRE_DROP,-0.003927,-0.006678,-0.005361,-0.182994,-0.027509,-0.00142,0
0.45,PRE_DROP,-0.005027,-0.006953,-0.005367,-0.026706,-0.027636,-0.00053,0
0.46,PRE_DROP,-0.004648,-0.007252,-0.005373,0.042586,-0.027195,-0.000535,0
0.47,PRE_DROP,-0.004227,-0.007522,-0.005378,0.042015,-0.026543,-0.000546,0
0.48,PRE_DROP,-0.003858,-0.007762,-0.005383,0.04016,-0.026734,-0.000555,0
0.49,PRE_DROP,-0.003459,-0.008025,-0.005388,0.039794,-0.025988,-0.000565,0
0.5,PRE_DROP,-0.003073,-0.008286,-0.005394,0.037972,-0.026123,-0.000574,0
0.51,PRE_DROP,-0.002659,-0.00857,-0.005401,0.036701,-0.025866,-0.000584,0
0.52,PRE_DROP,-0.00233,-0.008799,-0.005406,0.036369,-0.025227,-0.000592,0
0.53,PRE_DROP,-0.001975,-0.009052,-0.005412,0.034694,-0.025374,-0.0006,0
0.54,PRE_DROP,-0.001629,-0.009301,-0.005418,0.03436,-0.024663,-0.000608,0
0.55,PRE_DROP,-0.001295,-0.009549,-0.005424,0.033047,-0.024621,-0.000617,0
0.56,PRE_DROP,-0.000968,-0.009793,-0.00543,0.031967,-0.024453,-0.000624,0
0.57,PRE_DROP,-0.000652,-0.010035,-0.005436,0.031574,-0.023822,-0.000632,0
0.58,PRE_DROP,-0.000345,-0.010274,-0.005443,0.030072,-0.024005,-0.000639,0
0.59,PRE_DROP,-1.6e-05,-0.010534,-0.00545,0.029207,-0.023661,-0.000647,0
